instancia,run,tempo_s,custo
smoke-300,0,6.8488,126.7619
smoke-300,0,8.4617,126.7619
smoke-300,0,11.7175,126.7619
smoke-300,0,12.3202,126.7619
smoke-300,1,12.0151,119.9824
smoke-300,1,13.6026,119.9824
smoke-300,1,14.1399,119.9824
smoke-300,1,14.9191,119.9824
smoke-300,2,16.5353,141.6042
smoke-300,2,21.7468,141.6042
smoke-300,2,22.7982,141.6042
smoke-300,2,24.5977,141.6042
